Library,Ordinal,Name,ReferenceExportKind,ModuleCount,Modules
USER,100,DlgDirList,pascal,2,Globe.ad; Sounder.ad
USER,101,SendDlgItemMessage,pascal,1,Globe.ad
USER,104,MessageBeep,pascal,1,Vertigo.ad
USER,175,LoadBitmap,pascal,1,Nocturnes.ad
USER,244,EqualRect,pascal,2,Can of Worms.ad; Stained Glass.ad
USER,249,GetAsyncKeyState,pascal,1,Mountains.ad
USER,282,SelectPalette,pascal,6,Aquatic Realm.ad.dll; Clocks.ad; Globe.ad; Marbles.ad; Swan Lake.ad; Vertigo.ad
USER,283,RealizePalette,pascal,6,Aquatic Realm.ad.dll; Clocks.ad; Globe.ad; Marbles.ad; Swan Lake.ad; Vertigo.ad
USER,421,wvsprintf,pascal,1,Globe.ad
USER,430,lstrcmp,pascal,1,Sounder.ad
WIN87EM,1,_fpMath,pascal,10,Aquatic Realm.ad.dll; Clocks.ad; Down the Drain.ad; Globe.ad; Marbles.ad; Mountains.ad; Penrose.ad; Swan Lake.ad; Vertigo.ad; Wrap Around.ad
